alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
dunkin-donuts-swannanoa,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5998826130252, 'longitude': -82.4019858241081}",(828) 581-0479,14058.84439,WNkMqxwK06BhVntGa_JGYw,https://s3-media3.fl.yelpcdn.com/bphoto/wdwiDkt4VIbbF_bqBHiJNg/o.jpg,FALSE,"{'address1': '2361 US Hwy 70', 'address2': '', 'address3': '', 'city': 'Swannanoa', 'zip_code': '28778', 'country': 'US', 'state': 'NC', 'display_address': ['2361 US Hwy 70', 'Swannanoa, NC 28778']}",Dunkin Donuts,18285810479,$,4,5,[],https://www.yelp.com/biz/dunkin-donuts-swannanoa?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-fletcher,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.441143, 'longitude': -82.506193}",(828) 684-5916,16408.89383,pa55zkNR87z_6YDj-auuiQ,https://s3-media4.fl.yelpcdn.com/bphoto/Y660jxmvvl7ffXHZ4Kp-Dg/o.jpg,FALSE,"{'address1': '2901 Hendersonville Rd', 'address2': '', 'address3': 'Ingles-Fletcher #43', 'city': 'Fletcher', 'zip_code': '28732', 'country': 'US', 'state': 'NC', 'display_address': ['2901 Hendersonville Rd', 'Ingles-Fletcher #43', 'Fletcher, NC 28732']}",Starbucks,18286845916,$,4,5,[],https://www.yelp.com/biz/starbucks-fletcher?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-asheville-18,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5881003424737, 'longitude': -82.4843029323564}",,6514.942793,48Sjb2fv-HWhPp-BS-ZzFg,https://s3-media3.fl.yelpcdn.com/bphoto/Pa6ua4zo_D1CDYvCz1RicQ/o.jpg,FALSE,"{'address1': '1100 Tunnel Rd', 'address2': '', 'address3': 'VA Medical Center', 'city': 'Asheville', 'zip_code': '28805', 'country': 'US', 'state': 'NC', 'display_address': ['1100 Tunnel Rd', 'VA Medical Center', 'Asheville, NC 28805']}",Starbucks,,,1,1,[],https://www.yelp.com/biz/starbucks-asheville-18?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-swannanoa,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.598042, 'longitude': -82.407978}",(828) 668-0541,13495.34246,myxjNCVRrDO-SNbl4ztPQQ,https://s3-media4.fl.yelpcdn.com/bphoto/YCRXPoFlMbBNH5CMU7GsJQ/o.jpg,FALSE,"{'address1': '2299 Us Hwy 70', 'address2': '', 'address3': 'Ingles Swannanoa # 34', 'city': 'Swannanoa', 'zip_code': '28778', 'country': 'US', 'state': 'NC', 'display_address': ['2299 Us Hwy 70', 'Ingles Swannanoa # 34', 'Swannanoa, NC 28778']}",Starbucks,18286680541,,5,2,[],https://www.yelp.com/biz/starbucks-swannanoa?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
moments-swannanoa,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.5991058349609, 'longitude': -82.4106826782227}",(828) 686-5679,13273.71538,zlxZPecwX7pJHch4Ldz86A,https://s3-media2.fl.yelpcdn.com/bphoto/TNYjVs_FvSRutsuMyBfqcg/o.jpg,FALSE,"{'address1': '2244 US 70 Hwy', 'address2': None, 'address3': None, 'city': 'Swannanoa', 'zip_code': '28778', 'country': 'US', 'state': 'NC', 'display_address': ['2244 US 70 Hwy', 'Swannanoa, NC 28778']}",Moments,18286865679,,4,4,[],https://www.yelp.com/biz/moments-swannanoa?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-weaverville,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.7035361186054, 'longitude': -82.570320077939}",(828) 658-3724,13462.91705,LuNpYyp9uFyR3OQ7SEf9qw,https://s3-media4.fl.yelpcdn.com/bphoto/lGGRZ2BvW6F99IykOakSEg/o.jpg,FALSE,"{'address1': '168 Weaver Blvd', 'address2': '', 'address3': '', 'city': 'Weaverville', 'zip_code': '28787', 'country': 'US', 'state': 'NC', 'display_address': ['168 Weaver Blvd', 'Weaverville, NC 28787']}",McDonald's,18286583724,$,2.5,9,[],https://www.yelp.com/biz/mcdonalds-weaverville?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-asheville,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.601537800145, 'longitude': -82.6228152122508}",(828) 285-8929,6376.417779,5e27liKZHMbz4E9fdSSaMA,https://s3-media3.fl.yelpcdn.com/bphoto/F64oG4xlogWCWmTA4JxJYQ/o.jpg,FALSE,"{'address1': '343 New Leicester Hwy', 'address2': '', 'address3': '', 'city': 'Asheville', 'zip_code': '28806', 'country': 'US', 'state': 'NC', 'display_address': ['343 New Leicester Hwy', 'Asheville, NC 28806']}",McDonald's,18282858929,,1,3,[],https://www.yelp.com/biz/mcdonalds-asheville?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-arden,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.48244, 'longitude': -82.55379}",(828) 651-4467,11167.15176,1adPhlhKhFjdkdWWai71vw,https://s3-media3.fl.yelpcdn.com/bphoto/P0oplb7GJuCT4voDQlkrDQ/o.jpg,FALSE,"{'address1': '382 Long Shoals Rd', 'address2': '', 'address3': '', 'city': 'Arden', 'zip_code': '28704', 'country': 'US', 'state': 'NC', 'display_address': ['382 Long Shoals Rd', 'Arden, NC 28704']}",McDonald's,18286514467,$,2,10,[],https://www.yelp.com/biz/mcdonalds-arden?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
mcdonalds-fletcher-3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 35.443816, 'longitude': -82.53369}",(828) 654-0031,15610.33446,L2G0GsG03iU4RTWryNOYZQ,https://s3-media3.fl.yelpcdn.com/bphoto/_GugyKDkAe-zPQq5LkFukQ/o.jpg,FALSE,"{'address1': '525 Airport Rd', 'address2': None, 'address3': None, 'city': 'Fletcher', 'zip_code': '28732', 'country': 'US', 'state': 'NC', 'display_address': ['525 Airport Rd', 'Fletcher, NC 28732']}",McDonald's,18286540031,$,2,16,[],https://www.yelp.com/biz/mcdonalds-fletcher-3?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-weaverville,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.702824, 'longitude': -82.567121}",(828) 645-2902,13359.39676,tcyku0W4Cl2yekVLQgWTZA,https://s3-media1.fl.yelpcdn.com/bphoto/iZLOTci7WK_HJ3ERePRyTg/o.jpg,FALSE,"{'address1': '140 Weaver Blvd', 'address2': '', 'address3': 'Ingles - Weaverville #180', 'city': 'Weaverville', 'zip_code': '28787', 'country': 'US', 'state': 'NC', 'display_address': ['140 Weaver Blvd', 'Ingles - Weaverville #180', 'Weaverville, NC 28787']}",Starbucks,18286452902,$$,3,3,[],https://www.yelp.com/biz/starbucks-weaverville?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-arden-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.479698, 'longitude': -82.549492}",(828) 681-5173,11503.82788,QwA2IZnLUCYfVUh211CEGw,https://s3-media4.fl.yelpcdn.com/bphoto/Pm7x6d31FsYs_kjelWbw1A/o.jpg,FALSE,"{'address1': '301 Long Shoals Rd', 'address2': '', 'address3': 'Ingles-Arden #130', 'city': 'Arden', 'zip_code': '28704', 'country': 'US', 'state': 'NC', 'display_address': ['301 Long Shoals Rd', 'Ingles-Arden #130', 'Arden, NC 28704']}",Starbucks,18286815173,$$,2,4,[],https://www.yelp.com/biz/starbucks-arden-4?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
starbucks-arden,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 35.44890348, 'longitude': -82.53653445}",(828) 681-0341,15017.09672,aHuSlLaPJA2Ip1nibBmC-Q,https://s3-media3.fl.yelpcdn.com/bphoto/0qNzGWal1n-SB762XAMY2Q/o.jpg,FALSE,"{'address1': '15 Mckenna Rd', 'address2': '', 'address3': 'Target', 'city': 'Arden', 'zip_code': '28704', 'country': 'US', 'state': 'NC', 'display_address': ['15 Mckenna Rd', 'Target', 'Arden, NC 28704']}",Starbucks,18286810341,$$,2.5,3,[],https://www.yelp.com/biz/starbucks-arden?adjust_creative=EuwlX0o9uBM8HUH31FfTSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EuwlX0o9uBM8HUH31FfTSg
